alert_id,seconds_offset,timestamp,environment,service,severity,title,status,affected_users,error_rate_pct,is_trigger
ALT-DEMO-0183,122.56,2026-06-10T10:02:02.560Z,MGM,game-service,P2,game-service circuit breaker tripped briefly,active,28000,2.45,false
ALT-DEMO-WARN-02,125,2026-06-10T10:02:05.000Z,GIB-UKGC,bet-service,P3,Connection pool exhausted briefly on bet-service,active,32000,1.4,false
ALT-DEMO-0184,127.71,2026-06-10T10:02:07.710Z,MGM,bet-service,P3,Intermittent timeouts to upstream on bet-service,acknowledged,4500,1.2,false
ALT-DEMO-0185,128.23,2026-06-10T10:02:08.230Z,GIB-UKGC,bet-service,P4,Webhook delivery retried for bet-service,active,0,0.0,false
ALT-DEMO-0186,129.0,2026-06-10T10:02:09.000Z,NJ-DGE,game-service,P3,Failed deploy on staging for game-service,acknowledged,1500,0.31,false
ALT-DEMO-0187,129.45,2026-06-10T10:02:09.450Z,NJ-DGE,payments-service,P4,payments-service backup completed in 65s,acknowledged,0,0.0,false
ALT-DEMO-0188,131.45,2026-06-10T10:02:11.450Z,MGM,payments-service,P4,payments-service cache hit rate 78%,acknowledged,0,0.0,false
ALT-DEMO-0189,131.47,2026-06-10T10:02:11.470Z,MGM,replication,P2,Deposit success rate dropped to 2.8%,active,4500,2.57,false
ALT-DEMO-0190,132.37,2026-06-10T10:02:12.370Z,MIRAGE,replication,P4,Disk usage at 200% on replication,active,0,0.0,false
ALT-DEMO-0191,132.59,2026-06-10T10:02:12.590Z,MIRAGE,game-service,P3,Elevated 4xx response rate on game-service,active,1500,0.36,false
ALT-DEMO-0192,133.35,2026-06-10T10:02:13.350Z,NJ-DGE,wallet-service,P4,TLS handshake duration elevated for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0193,133.45,2026-06-10T10:02:13.450Z,MGM,bet-service,P4,Slow query detected (45ms) on bet-service,auto-resolved,0,0.0,false
ALT-DEMO-0194,133.86,2026-06-10T10:02:13.860Z,MGM,wallet-service,P4,wallet-service certificate expiring in 85 days,auto-resolved,0,0.0,false
ALT-DEMO-0195,134.39,2026-06-10T10:02:14.390Z,NJ-DGE,payments-service,P4,DNS resolution intermittent for payments-service,acknowledged,0,0.0,false
ALT-DEMO-0196,134.4,2026-06-10T10:02:14.400Z,GIB-UKGC,auth-service,P3,Failed deploy on staging for auth-service,active,8000,1.16,false
ALT-DEMO-0197,134.43,2026-06-10T10:02:14.430Z,GIB-UKGC,replication,P4,TLS handshake duration elevated for replication,auto-resolved,0,0.0,false
ALT-DEMO-0198,134.92,2026-06-10T10:02:14.920Z,NJ-DGE,bet-service,P4,Auto-scaling event triggered for bet-service,acknowledged,0,0.0,false
ALT-DEMO-0199,134.99,2026-06-10T10:02:14.990Z,MGM,wallet-service,P3,Connection pool exhausted briefly on wallet-service,active,8000,0.82,false
ALT-DEMO-0200,135.11,2026-06-10T10:02:15.110Z,MGM,wallet-service,P4,Connection pool 52% utilized,auto-resolved,0,0.0,false
ALT-DEMO-0201,135.49,2026-06-10T10:02:15.490Z,MGM,payments-service,P4,Background job queue depth at 82,auto-resolved,0,0.0,false
ALT-DEMO-0202,136.69,2026-06-10T10:02:16.690Z,MIRAGE,wallet-service,P4,wallet-service certificate expiring in 78 days,auto-resolved,0,0.0,false
ALT-DEMO-0203,137.28,2026-06-10T10:02:17.280Z,MGM,wallet-service,P4,DNS resolution intermittent for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0204,137.7,2026-06-10T10:02:17.700Z,MIRAGE,auth-service,P4,auth-service memory utilization 500%,acknowledged,0,0.0,false
ALT-DEMO-0205,142.42,2026-06-10T10:02:22.420Z,NJ-DGE,wallet-service,P4,DNS resolution intermittent for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0206,143.45,2026-06-10T10:02:23.450Z,GIB-UKGC,wallet-service,P4,TLS handshake duration elevated for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0207,143.56,2026-06-10T10:02:23.560Z,MGM,replication,P4,Log rotation completed on replication,acknowledged,0,0.0,false
ALT-DEMO-0208,143.62,2026-06-10T10:02:23.620Z,MGM,auth-service,P4,Disk usage at 750% on auth-service,active,0,0.0,false
ALT-DEMO-0209,143.96,2026-06-10T10:02:23.960Z,GIB-UKGC,auth-service,P4,auth-service certificate expiring in 45 days,auto-resolved,0,0.0,false
ALT-DEMO-0210,144.33,2026-06-10T10:02:24.330Z,MGM,auth-service,P4,Auto-scaling event triggered for auth-service,active,0,0.0,false
ALT-DEMO-0211,145.22,2026-06-10T10:02:25.220Z,NJ-DGE,bet-service,P2,Deposit success rate dropped to 2.4%,active,18000,2.27,false
ALT-DEMO-0212,149.64,2026-06-10T10:02:29.640Z,MGM,auth-service,P3,Failed deploy on staging for auth-service,active,1500,1.36,false
ALT-DEMO-0213,150.58,2026-06-10T10:02:30.580Z,GIB-UKGC,replication,P2,Replication lag exceeded 30s threshold on replication,active,4500,4.46,false
ALT-DEMO-0214,150.78,2026-06-10T10:02:30.780Z,MGM,auth-service,P4,Disk usage at 750% on auth-service,acknowledged,0,0.0,false
ALT-DEMO-0215,152.4,2026-06-10T10:02:32.400Z,MIRAGE,payments-service,P4,GC pause 78ms on payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0216,152.46,2026-06-10T10:02:32.460Z,NJ-DGE,replication,P2,replication circuit breaker tripped briefly,active,28000,2.73,false
ALT-DEMO-WARN-03,155,2026-06-10T10:02:35.000Z,GIB-UKGC,bet-service,P2,bet-service 5xx rate above 2% (3.8%),active,32000,3.8,false
ALT-DEMO-0217,157.59,2026-06-10T10:02:37.590Z,GIB-UKGC,bet-service,P4,Slow query detected (85ms) on bet-service,acknowledged,0,0.0,false
ALT-DEMO-0218,157.69,2026-06-10T10:02:37.690Z,GIB-UKGC,bet-service,P4,Log rotation completed on bet-service,active,0,0.0,false
ALT-DEMO-0219,158.24,2026-06-10T10:02:38.240Z,MGM,wallet-service,P4,wallet-service cache hit rate 350%,acknowledged,0,0.0,false
ALT-DEMO-0220,158.98,2026-06-10T10:02:38.980Z,GIB-UKGC,wallet-service,P4,Health check warning: wallet-service response time 200ms,active,0,0.0,false
ALT-DEMO-0221,159.93,2026-06-10T10:02:39.930Z,NJ-DGE,game-service,P4,TLS handshake duration elevated for game-service,active,0,0.0,false
ALT-DEMO-0222,160.05,2026-06-10T10:02:40.050Z,GIB-UKGC,replication,P4,Webhook delivery retried for replication,auto-resolved,0,0.0,false
ALT-DEMO-0223,160.56,2026-06-10T10:02:40.560Z,MGM,auth-service,P4,Disk usage at 65% on auth-service,acknowledged,0,0.0,false
ALT-DEMO-0224,160.83,2026-06-10T10:02:40.830Z,GIB-UKGC,wallet-service,P4,Disk usage at 78% on wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0225,161.53,2026-06-10T10:02:41.530Z,MGM,replication,P4,Auto-scaling event triggered for replication,auto-resolved,0,0.0,false
ALT-DEMO-0226,162.6,2026-06-10T10:02:42.600Z,MGM,wallet-service,P4,wallet-service cache hit rate 82%,active,0,0.0,false
ALT-DEMO-0227,162.71,2026-06-10T10:02:42.710Z,MIRAGE,payments-service,P4,payments-service cache hit rate 1200%,acknowledged,0,0.0,false
ALT-DEMO-0228,164.75,2026-06-10T10:02:44.750Z,GIB-UKGC,bet-service,P4,Disk usage at 85% on bet-service,auto-resolved,0,0.0,false
ALT-DEMO-0229,165.27,2026-06-10T10:02:45.270Z,MIRAGE,payments-service,P4,payments-service cache hit rate 65%,auto-resolved,0,0.0,false
ALT-DEMO-0230,165.34,2026-06-10T10:02:45.340Z,MIRAGE,replication,P4,Connection pool 85% utilized,active,0,0.0,false
ALT-DEMO-0231,165.45,2026-06-10T10:02:45.450Z,MIRAGE,auth-service,P4,Log rotation completed on auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0232,165.61,2026-06-10T10:02:45.610Z,MIRAGE,wallet-service,P4,GC pause 82ms on wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-WARN-04,170,2026-06-10T10:02:50.000Z,GIB-UKGC,bet-service,P2,bet-service circuit breaker tripped briefly,active,32000,7.2,false
ALT-DEMO-0233,173.0,2026-06-10T10:02:53.000Z,GIB-UKGC,wallet-service,P4,wallet-service certificate expiring in 78 days,auto-resolved,0,0.0,false
ALT-DEMO-P1-001,175,2026-06-10T10:02:55.000Z,GIB-UKGC,bet-service,P1,CRITICAL: bet-service nodes unresponsive — 100% error rate on GIB-UKGC,active,32000,100.0,true
ALT-DEMO-0234,177.61,2026-06-10T10:02:57.610Z,GIB-UKGC,bet-service,P4,Health check warning: bet-service response time 85ms,auto-resolved,0,0.0,false
ALT-DEMO-0235,177.67,2026-06-10T10:02:57.670Z,MIRAGE,payments-service,P3,Slow transaction commits on payments-service,acknowledged,0,0.63,false
ALT-DEMO-0236,177.8,2026-06-10T10:02:57.800Z,MGM,replication,P2,Replication lag exceeded 30s threshold on replication,active,28000,2.61,false
ALT-DEMO-0237,178.15,2026-06-10T10:02:58.150Z,MGM,payments-service,P4,Webhook delivery retried for payments-service,acknowledged,0,0.0,false
ALT-DEMO-0238,178.83,2026-06-10T10:02:58.830Z,GIB-UKGC,replication,P4,Auto-scaling event triggered for replication,auto-resolved,0,0.0,false
ALT-DEMO-0239,179.57,2026-06-10T10:02:59.570Z,GIB-UKGC,payments-service,P4,TLS handshake duration elevated for payments-service,active,0,0.0,false
ALT-DEMO-0240,180.48,2026-06-10T10:03:00.480Z,MGM,payments-service,P4,Slow query detected (58ms) on payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0241,181.0,2026-06-10T10:03:01.000Z,NJ-DGE,payments-service,P4,Auto-scaling event triggered for payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0242,185.71,2026-06-10T10:03:05.710Z,MGM,payments-service,P4,Background job queue depth at 82,acknowledged,0,0.0,false
ALT-DEMO-0243,186.03,2026-06-10T10:03:06.030Z,MGM,replication,P3,Memory pressure on replication (8%),active,0,0.56,false
ALT-DEMO-0244,188.16,2026-06-10T10:03:08.160Z,GIB-UKGC,auth-service,P2,auth-service circuit breaker tripped briefly,active,18000,2.74,false
ALT-DEMO-0245,189.35,2026-06-10T10:03:09.350Z,MIRAGE,wallet-service,P4,wallet-service backup completed in 78s,acknowledged,0,0.0,false
ALT-DEMO-0246,190.58,2026-06-10T10:03:10.580Z,NJ-DGE,auth-service,P4,Log rotation completed on auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0247,190.76,2026-06-10T10:03:10.760Z,MGM,auth-service,P3,Slow transaction commits on auth-service,active,8000,0.51,false
ALT-DEMO-0248,192.53,2026-06-10T10:03:12.530Z,NJ-DGE,bet-service,P4,bet-service certificate expiring in 78 days,auto-resolved,0,0.0,false
ALT-DEMO-0249,193.38,2026-06-10T10:03:13.380Z,GIB-UKGC,game-service,P4,Slow query detected (350ms) on game-service,acknowledged,0,0.0,false
ALT-DEMO-0250,193.87,2026-06-10T10:03:13.870Z,MGM,auth-service,P4,Connection pool 350% utilized,active,0,0.0,false
ALT-DEMO-0251,194.66,2026-06-10T10:03:14.660Z,NJ-DGE,replication,P4,replication backup completed in 58s,auto-resolved,0,0.0,false
ALT-DEMO-0252,196.7,2026-06-10T10:03:16.700Z,MIRAGE,payments-service,P4,Background job queue depth at 500,acknowledged,0,0.0,false
ALT-DEMO-0253,198.27,2026-06-10T10:03:18.270Z,NJ-DGE,game-service,P4,game-service backup completed in 75s,active,0,0.0,false
ALT-DEMO-0254,198.86,2026-06-10T10:03:18.860Z,MIRAGE,bet-service,P4,Connection pool 65% utilized,acknowledged,0,0.0,false
ALT-DEMO-0255,199.84,2026-06-10T10:03:19.840Z,GIB-UKGC,replication,P4,replication memory utilization 500%,auto-resolved,0,0.0,false
ALT-DEMO-0256,200.68,2026-06-10T10:03:20.680Z,MIRAGE,game-service,P4,TLS handshake duration elevated for game-service,auto-resolved,0,0.0,false
ALT-DEMO-0257,201.51,2026-06-10T10:03:21.510Z,MIRAGE,bet-service,P4,Log rotation completed on bet-service,active,0,0.0,false
ALT-DEMO-0258,201.96,2026-06-10T10:03:21.960Z,MGM,auth-service,P4,Health check warning: auth-service response time 500ms,auto-resolved,0,0.0,false
ALT-DEMO-0259,202.29,2026-06-10T10:03:22.290Z,NJ-DGE,replication,P4,Disk usage at 70% on replication,active,0,0.0,false
ALT-DEMO-0260,204.22,2026-06-10T10:03:24.220Z,NJ-DGE,auth-service,P3,Intermittent timeouts to upstream on auth-service,active,0,0.48,false
ALT-DEMO-0261,204.34,2026-06-10T10:03:24.340Z,MGM,game-service,P3,Failed login rate increased on game-service,active,4500,1.18,false
ALT-DEMO-0262,205.65,2026-06-10T10:03:25.650Z,NJ-DGE,replication,P3,Queue depth elevated on replication,active,1500,0.3,false
ALT-DEMO-0263,205.7,2026-06-10T10:03:25.700Z,GIB-UKGC,game-service,P4,Health check warning: game-service response time 85ms,active,0,0.0,false
ALT-DEMO-0264,206.25,2026-06-10T10:03:26.250Z,MIRAGE,bet-service,P4,bet-service certificate expiring in 85 days,auto-resolved,0,0.0,false
ALT-DEMO-0265,206.36,2026-06-10T10:03:26.360Z,NJ-DGE,game-service,P4,GC pause 82ms on game-service,auto-resolved,0,0.0,false
ALT-DEMO-0266,206.37,2026-06-10T10:03:26.370Z,GIB-UKGC,wallet-service,P4,Health check warning: wallet-service response time 52ms,active,0,0.0,false
ALT-DEMO-0267,206.42,2026-06-10T10:03:26.420Z,MIRAGE,wallet-service,P2,wallet-service 5xx rate above 2% (3.5%),active,18000,2.29,false
ALT-DEMO-0268,207.19,2026-06-10T10:03:27.190Z,MGM,payments-service,P3,Failed login rate increased on payments-service,acknowledged,4500,0.69,false
ALT-DEMO-0269,208.0,2026-06-10T10:03:28.000Z,MGM,replication,P4,replication certificate expiring in 58 days,acknowledged,0,0.0,false
ALT-DEMO-0270,208.11,2026-06-10T10:03:28.110Z,NJ-DGE,wallet-service,P2,Payment gateway latency >3s on wallet-service,active,28000,2.95,false
ALT-DEMO-0271,208.3,2026-06-10T10:03:28.300Z,MGM,bet-service,P4,bet-service cache hit rate 500%,auto-resolved,0,0.0,false
ALT-DEMO-0272,208.42,2026-06-10T10:03:28.420Z,GIB-UKGC,wallet-service,P4,wallet-service cache hit rate 52%,active,0,0.0,false
ALT-DEMO-0273,208.53,2026-06-10T10:03:28.530Z,GIB-UKGC,wallet-service,P3,Failed deploy on staging for wallet-service,active,0,0.9,false
ALT-DEMO-0274,209.65,2026-06-10T10:03:29.650Z,GIB-UKGC,auth-service,P4,TLS handshake duration elevated for auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0275,210.76,2026-06-10T10:03:30.760Z,MGM,bet-service,P3,Slow transaction commits on bet-service,active,4500,0.59,false
ALT-DEMO-0276,212.99,2026-06-10T10:03:32.990Z,MIRAGE,bet-service,P3,Queue depth elevated on bet-service,active,1500,1.42,false
ALT-DEMO-0277,214.14,2026-06-10T10:03:34.140Z,MIRAGE,payments-service,P4,Background job queue depth at 70,auto-resolved,0,0.0,false
ALT-DEMO-0278,214.62,2026-06-10T10:03:34.620Z,GIB-UKGC,auth-service,P3,auth-service read replica falling behind,active,4500,0.92,false
ALT-DEMO-0279,214.83,2026-06-10T10:03:34.830Z,NJ-DGE,replication,P4,replication backup completed in 82s,acknowledged,0,0.0,false
ALT-DEMO-0280,215.8,2026-06-10T10:03:35.800Z,MIRAGE,auth-service,P4,DNS resolution intermittent for auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0281,215.95,2026-06-10T10:03:35.950Z,GIB-UKGC,replication,P3,replication read replica falling behind,acknowledged,1500,0.59,false
ALT-DEMO-0282,216.13,2026-06-10T10:03:36.130Z,NJ-DGE,replication,P4,Auto-scaling event triggered for replication,auto-resolved,0,0.0,false
ALT-DEMO-0283,216.83,2026-06-10T10:03:36.830Z,MGM,bet-service,P4,Webhook delivery retried for bet-service,auto-resolved,0,0.0,false
ALT-DEMO-0284,217.16,2026-06-10T10:03:37.160Z,MIRAGE,game-service,P4,Disk usage at 52% on game-service,acknowledged,0,0.0,false
ALT-DEMO-0285,218.24,2026-06-10T10:03:38.240Z,MGM,bet-service,P4,Log rotation completed on bet-service,active,0,0.0,false
ALT-DEMO-0286,219.25,2026-06-10T10:03:39.250Z,MIRAGE,game-service,P4,Connection pool 58% utilized,active,0,0.0,false
ALT-DEMO-0287,219.88,2026-06-10T10:03:39.880Z,MGM,game-service,P4,Connection pool 750% utilized,acknowledged,0,0.0,false
ALT-DEMO-0288,220.65,2026-06-10T10:03:40.650Z,MGM,bet-service,P4,Background job queue depth at 58,auto-resolved,0,0.0,false
ALT-DEMO-0289,222.52,2026-06-10T10:03:42.520Z,NJ-DGE,replication,P4,GC pause 45ms on replication,acknowledged,0,0.0,false
ALT-DEMO-0290,223.8,2026-06-10T10:03:43.800Z,MIRAGE,wallet-service,P4,Background job queue depth at 1200,auto-resolved,0,0.0,false
ALT-DEMO-0291,223.92,2026-06-10T10:03:43.920Z,MGM,payments-service,P4,payments-service memory utilization 200%,auto-resolved,0,0.0,false
ALT-DEMO-0292,225.75,2026-06-10T10:03:45.750Z,NJ-DGE,wallet-service,P4,GC pause 85ms on wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0293,225.87,2026-06-10T10:03:45.870Z,NJ-DGE,auth-service,P4,GC pause 1200ms on auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0294,227.98,2026-06-10T10:03:47.980Z,GIB-UKGC,wallet-service,P4,wallet-service cache hit rate 65%,auto-resolved,0,0.0,false
ALT-DEMO-0295,228.31,2026-06-10T10:03:48.310Z,MGM,wallet-service,P3,Failed login rate increased on wallet-service,active,12000,0.49,false
ALT-DEMO-0296,229.72,2026-06-10T10:03:49.720Z,NJ-DGE,replication,P4,replication certificate expiring in 78 days,auto-resolved,0,0.0,false
ALT-DEMO-0297,229.76,2026-06-10T10:03:49.760Z,NJ-DGE,bet-service,P4,Disk usage at 1200% on bet-service,auto-resolved,0,0.0,false
ALT-DEMO-0298,230.39,2026-06-10T10:03:50.390Z,NJ-DGE,wallet-service,P3,wallet-service cache hit rate dropped to 2.1%,acknowledged,12000,1.35,false
ALT-DEMO-0299,230.42,2026-06-10T10:03:50.420Z,NJ-DGE,auth-service,P4,Background job queue depth at 1200,auto-resolved,0,0.0,false
ALT-DEMO-0300,231.09,2026-06-10T10:03:51.090Z,MIRAGE,replication,P3,Elevated 4xx response rate on replication,active,0,0.94,false
ALT-DEMO-0301,231.93,2026-06-10T10:03:51.930Z,GIB-UKGC,payments-service,P4,Webhook delivery retried for payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0302,234.68,2026-06-10T10:03:54.680Z,GIB-UKGC,payments-service,P4,TLS handshake duration elevated for payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0303,237.0,2026-06-10T10:03:57.000Z,NJ-DGE,auth-service,P4,DNS resolution intermittent for auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0304,237.2,2026-06-10T10:03:57.200Z,MIRAGE,payments-service,P4,Background job queue depth at 350,auto-resolved,0,0.0,false
ALT-DEMO-0305,238.31,2026-06-10T10:03:58.310Z,NJ-DGE,bet-service,P4,bet-service certificate expiring in 70 days,active,0,0.0,false
ALT-DEMO-0306,239.06,2026-06-10T10:03:59.060Z,MGM,auth-service,P3,Elevated 4xx response rate on auth-service,active,1500,0.78,false
ALT-DEMO-0307,239.14,2026-06-10T10:03:59.140Z,MIRAGE,payments-service,P4,GC pause 85ms on payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0308,239.21,2026-06-10T10:03:59.210Z,MGM,game-service,P4,TLS handshake duration elevated for game-service,active,0,0.0,false
ALT-DEMO-0309,240.35,2026-06-10T10:04:00.350Z,GIB-UKGC,game-service,P3,Memory pressure on game-service (12%),active,4500,0.42,false
ALT-DEMO-0310,240.58,2026-06-10T10:04:00.580Z,MIRAGE,bet-service,P4,Connection pool 78% utilized,active,0,0.0,false
ALT-DEMO-0311,240.92,2026-06-10T10:04:00.920Z,MIRAGE,replication,P2,replication sync delay exceeding SLA,active,4500,2.17,false
ALT-DEMO-0312,241.01,2026-06-10T10:04:01.010Z,MGM,payments-service,P3,payments-service read replica falling behind,active,12000,1.47,false
ALT-DEMO-0313,241.3,2026-06-10T10:04:01.300Z,MIRAGE,bet-service,P2,Replication lag exceeded 30s threshold on bet-service,active,18000,4.42,false
ALT-DEMO-0314,242.19,2026-06-10T10:04:02.190Z,GIB-UKGC,game-service,P4,Log rotation completed on game-service,active,0,0.0,false
ALT-DEMO-0315,242.53,2026-06-10T10:04:02.530Z,GIB-UKGC,bet-service,P2,bet-service 5xx rate above 2% (90%),active,8000,2.98,false
ALT-DEMO-0316,243.41,2026-06-10T10:04:03.410Z,MIRAGE,payments-service,P3,Slow transaction commits on payments-service,active,1500,1.06,false
ALT-DEMO-0317,244.58,2026-06-10T10:04:04.580Z,MIRAGE,game-service,P4,Health check warning: game-service response time 78ms,auto-resolved,0,0.0,false
ALT-DEMO-0318,246.11,2026-06-10T10:04:06.110Z,MGM,wallet-service,P4,Auto-scaling event triggered for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0319,246.17,2026-06-10T10:04:06.170Z,MGM,replication,P3,Slow transaction commits on replication,active,8000,1.48,false
ALT-DEMO-0320,246.56,2026-06-10T10:04:06.560Z,NJ-DGE,payments-service,P3,payments-service latency p95 increased to 1.5s,active,8000,1.17,false
ALT-DEMO-0321,247.43,2026-06-10T10:04:07.430Z,MIRAGE,auth-service,P4,Disk usage at 750% on auth-service,auto-resolved,0,0.0,false
ALT-DEMO-0322,247.55,2026-06-10T10:04:07.550Z,NJ-DGE,payments-service,P2,Payment gateway latency >3s on payments-service,active,4500,2.11,false
ALT-DEMO-0323,247.67,2026-06-10T10:04:07.670Z,GIB-UKGC,payments-service,P4,GC pause 82ms on payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0324,248.63,2026-06-10T10:04:08.630Z,MGM,wallet-service,P4,wallet-service memory utilization 750%,auto-resolved,0,0.0,false
ALT-DEMO-0325,248.71,2026-06-10T10:04:08.710Z,GIB-UKGC,bet-service,P4,GC pause 58ms on bet-service,auto-resolved,0,0.0,false
ALT-DEMO-0326,249.13,2026-06-10T10:04:09.130Z,GIB-UKGC,payments-service,P4,Background job queue depth at 350,auto-resolved,0,0.0,false
ALT-DEMO-0327,250.13,2026-06-10T10:04:10.130Z,MIRAGE,payments-service,P3,Failed login rate increased on payments-service,acknowledged,0,0.56,false
ALT-DEMO-0328,251.32,2026-06-10T10:04:11.320Z,GIB-UKGC,game-service,P4,Log rotation completed on game-service,active,0,0.0,false
ALT-DEMO-0329,252.16,2026-06-10T10:04:12.160Z,MGM,replication,P4,Health check warning: replication response time 78ms,auto-resolved,0,0.0,false
ALT-DEMO-0330,252.48,2026-06-10T10:04:12.480Z,GIB-UKGC,game-service,P3,Intermittent timeouts to upstream on game-service,acknowledged,8000,0.97,false
ALT-DEMO-0331,252.76,2026-06-10T10:04:12.760Z,GIB-UKGC,wallet-service,P4,Log rotation completed on wallet-service,active,0,0.0,false
ALT-DEMO-0332,253.44,2026-06-10T10:04:13.440Z,GIB-UKGC,payments-service,P4,Disk usage at 350% on payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0333,255.44,2026-06-10T10:04:15.440Z,MIRAGE,bet-service,P4,Connection pool 58% utilized,active,0,0.0,false
ALT-DEMO-0334,256.17,2026-06-10T10:04:16.170Z,MIRAGE,wallet-service,P3,Slow transaction commits on wallet-service,acknowledged,8000,0.86,false
ALT-DEMO-0335,257.03,2026-06-10T10:04:17.030Z,MIRAGE,payments-service,P4,Background job queue depth at 52,auto-resolved,0,0.0,false
ALT-DEMO-0336,257.22,2026-06-10T10:04:17.220Z,MGM,bet-service,P4,Background job queue depth at 750,auto-resolved,0,0.0,false
ALT-DEMO-0337,258.31,2026-06-10T10:04:18.310Z,NJ-DGE,wallet-service,P4,Connection pool 750% utilized,auto-resolved,0,0.0,false
ALT-DEMO-0338,258.89,2026-06-10T10:04:18.890Z,MIRAGE,replication,P3,Queue depth elevated on replication,acknowledged,0,1.16,false
ALT-DEMO-0339,259.11,2026-06-10T10:04:19.110Z,MIRAGE,wallet-service,P3,Connection pool exhausted briefly on wallet-service,acknowledged,0,0.77,false
ALT-DEMO-0340,260.23,2026-06-10T10:04:20.230Z,MGM,replication,P4,TLS handshake duration elevated for replication,auto-resolved,0,0.0,false
ALT-DEMO-0341,260.95,2026-06-10T10:04:20.950Z,NJ-DGE,bet-service,P3,Memory pressure on bet-service (3.0%),active,8000,0.9,false
ALT-DEMO-0342,261.86,2026-06-10T10:04:21.860Z,NJ-DGE,auth-service,P4,Background job queue depth at 750,auto-resolved,0,0.0,false
ALT-DEMO-0343,265.53,2026-06-10T10:04:25.530Z,GIB-UKGC,bet-service,P3,bet-service cache hit rate dropped to 1.8%,acknowledged,0,1.19,false
ALT-DEMO-0344,266.03,2026-06-10T10:04:26.030Z,MIRAGE,auth-service,P4,Slow query detected (82ms) on auth-service,active,0,0.0,false
ALT-DEMO-0345,267.13,2026-06-10T10:04:27.130Z,MGM,replication,P4,Auto-scaling event triggered for replication,auto-resolved,0,0.0,false
ALT-DEMO-0346,267.78,2026-06-10T10:04:27.780Z,NJ-DGE,replication,P3,Failed deploy on staging for replication,active,12000,0.67,false
ALT-DEMO-0347,268.36,2026-06-10T10:04:28.360Z,GIB-UKGC,payments-service,P4,Disk usage at 70% on payments-service,auto-resolved,0,0.0,false
ALT-DEMO-0348,268.95,2026-06-10T10:04:28.950Z,MGM,payments-service,P4,payments-service backup completed in 350s,auto-resolved,0,0.0,false
ALT-DEMO-0349,269.06,2026-06-10T10:04:29.060Z,NJ-DGE,wallet-service,P3,Slow transaction commits on wallet-service,active,4500,0.46,false
ALT-DEMO-0350,269.17,2026-06-10T10:04:29.170Z,MGM,bet-service,P4,bet-service certificate expiring in 350 days,auto-resolved,0,0.0,false
ALT-DEMO-0351,269.99,2026-06-10T10:04:29.990Z,MIRAGE,wallet-service,P4,DNS resolution intermittent for wallet-service,auto-resolved,0,0.0,false
ALT-DEMO-0352,270.41,2026-06-10T10:04:30.410Z,NJ-DGE,wallet-service,P4,wallet-service cache hit rate 82%,active,0,0.0,false
ALT-DEMO-0353,270.96,2026-06-10T10:04:30.960Z,MGM,wallet-service,P4,TLS handshake duration elevated for wallet-service,acknowledged,0,0.0,false
ALT-DEMO-0354,271.07,2026-06-10T10:04:31.070Z,NJ-DGE,payments-service,P4,Auto-scaling event triggered for payments-service,active,0,0.0,false
ALT-DEMO-0355,272.66,2026-06-10T10:04:32.660Z,GIB-UKGC,bet-service,P4,bet-service certificate expiring in 85 days,auto-resolved,0,0.0,false
ALT-DEMO-0356,272.8,2026-06-10T10:04:32.800Z,GIB-UKGC,bet-service,P4,bet-service backup completed in 78s,auto-resolved,0,0.0,false
ALT-DEMO-0357,272.98,2026-06-10T10:04:32.980Z,NJ-DGE,bet-service,P3,Memory pressure on bet-service (70%),active,4500,0.61,false
ALT-DEMO-0358,273.22,2026-06-10T10:04:33.220Z,MGM,game-service,P4,Webhook delivery retried for game-service,active,0,0.0,false
ALT-DEMO-0359,274.79,2026-06-10T10:04:34.790Z,GIB-UKGC,game-service,P4,Auto-scaling event triggered for game-service,active,0,0.0,false
ALT-DEMO-0360,276.5,2026-06-10T10:04:36.500Z,MIRAGE,payments-service,P2,Failed transaction rate 3.2% on payments-service,active,18000,3.52,false
ALT-DEMO-0361,278.15,2026-06-10T10:04:38.150Z,MGM,auth-service,P4,Background job queue depth at 78,acknowledged,0,0.0,false
ALT-DEMO-0362,278.49,2026-06-10T10:04:38.490Z,NJ-DGE,payments-service,P4,payments-service memory utilization 200%,active,0,0.0,false
